difeomorfi,微分同胚ᴰᴵ
kiv,猴桃
susceptibl,率ˢ
jad,玉ᴶ
maiz,玉米
gliptik,玉雕
atut,王牌
oniks,玛瑙
petol,玩ᴾ
bracelet,环ᴮ
tor,环ᵀ
cikl,环ᶜ
epoksi,环氧
ciklometri,环测
atol,环礁
ciklometr,环计
aper,现ᴬ
kontant,现ᴷ
modern,现ᴹ
fenomen,现ᶠ
fenotip,现型
fenomenologi,现学
glac,玻ᴳ
perlamot,珠层
sfer,球ˢ
bulb,球ᴮ
glob,球ᴳ
futbal,球ᶠ
bulbit,球炎
kokcidi,球虫
sferometr,球计
globoskop,球镜
gol,球门
logik,理ᴸ
raci,理ᴿ
trakt,理ᵀ
gitar,琴ᴳ
harp,琴ᴴ
lir,琴ᴸ
orgen,琴ᴼ
citr,琴ᶜ
fortepian,琴ᶠ
violon,琴ⱽ
tetr,琴鸡
dafn,瑞香
seki,瓜ˢ
brioni,瓜ᴮ
ekbali,瓜ᴱ
kukum,瓜ᴷ
pepon,瓜ᴾ
citrol,瓜ᶜ
petal,瓣ᴾ
pulpit,瓤炎
vatmetr,瓦计
karaf,瓶ᴷ
flakon,瓶ᶠ
kaolin,瓷土
kahel,瓷砖
glicerin,甘油
dolĉamar,甘苦
gliciriz,甘草
kamomil,甘菊
batat,甘薯
limed,甜柠
paprik,甜椒
bet,甜菜
biologi,生ᴮ
gen,生ᴳ
okaz,生ᴼ
poez,生ᴾ
biomas,生团
genotip,生型
biotop,生境
biont,生将
biografi,生志
biometri,生测
biogenez,生源
biosfer,生球
bioterapi,生疗
laktuk,生菜
biograf,生记
aplik,用ᴬ
hub,田ᴴ
idili,田园
atletik,田径
skarab,甲ˢ
blend,甲ᴮ
metil,甲ᴹ
ferdek,甲板
metoksi,甲氧
tiroid,甲状
bateri,电ᴮ
galvan,电ᴳ
pil,电ᴾ
elektroprodukto,电产
elektrovalent,电价
teleks,电传
elektrotip,电型
galvanoplastik,电塑
elektrofon,电声
elektron,电子
induktanc,电感
kurent,电流
faradiz,电疗
elektrolit,电解
elektrometr,电计
tram,电车
elektroskop,电镜
gimnot,电鱼
horizont,界ᴴ
mond,界ᴹ
teratologi,畸学
teratogen,畸生
teratom,畸瘤
evaku,疏散
suspekt,疑ˢ
hipokondri,疑病
kazu,疑难
paludism,疟ᴾ
malariologi,疟学
malarioterapi,疟疗
pest,疫ᴾ
epidemiologi,疫学
vakcin,疫苗
aft,疮ᴬ
skab,疮疤
ekzantem,疹ᴱ
tifoid,疹似
patologi,病学
patogenez,病源
patogen,病生
simptom,症ˢ
simptomologi,症学
tikl,痒ᵀ
urtik,痒ᵁ
kaŭpoks,痘ᴷ
variol,痘ⱽ
algi,痛ᴬ
algiologi,痛学
podagr,痛风
imbecil,痴ᴵ
kreten,痴ᴷ
tumor,瘤ᵀ
aken,瘦果
kancerologi,癌学
kancerogen,癌生
psor,癣ᴾ
albin,白ᴬ
leŭko,白ᴸ
difteri,白喉
beŝamel,白汁
inkandesk,白热
leŭkopoez,白生
kret,白石
leŭkocit,白胞
albugine,白膜
termit,白蚁
alb,白袍
platen,白金
alburn,白鱼
hekto,百ᴴ
milion,百万
hektogram,百克
hektolitr,百升
centifoli,百叶
lili,百合
hektometr,百米
hektograf,百记
centuri,百队
rota,皇院
derm,皮ᴰ
kortik,皮ᴷ
pelt,皮ᴾ
fel,皮ᶠ
kortikotrop,皮向
dermatologi,皮学
dermit,皮炎
kortikoterapi,皮疗
dermatoz,皮症
dermapter,皮翅
korteks,皮质
tar,皮重
grimac,皱ᴳ
krisp,皱ᴷ
falt,皱ᶠ
krep,皱绸
lab,皱胃
basen,盆ᴮ
pelvometri,盆测
iliak,盆骨
benefic,益ᴮ
pekl,盐浸
monitor,监ᴹ
kurator,监护
kased,盒ᴷ
helm,盔ᴴ
disk,盘ᴰ
inventar,盘ᴵ
plet,盘ᴾ
onkocerk,盘尾
diskomicet,盘菌
alianc,盟ᴬ
kartel,盟ᴷ
oftalmologi,目学
oftalmit,目炎
palpebr,目皮
oftalmometr,目计
oftalmoskop,目镜
anopsi,盲ᴬ
cekum,盲肠
opilion,盲蛛
orto,直ᴼ
ortogram,直图
ortofon,直声
ortogenez,直源
ortopter,直翅
rektum,直肠
ortokromat,直色
intuici,直觉
ort,直角
faz,相ᶠ
vezir,相ⱽ
korelaci,相关
sumo,相扑
apostrof,省ᴬ
elizi,省ᴱ
guberni,省ᴳ
provinc,省ᴾ
aŭtentik,真ᴬ
eŭkariot,真核
tarz,眼板
piĵam,睡ᴾ
nimfe,睡莲
glir,睡鼠
satrap,督ˢ
banus,督ᴮ
vojevod,督ⱽ
halebard,矛ᴴ
vektor,矢量
gnostik,知ᴳ
efemer,短ᴱ
kornet,短号
efemeropter,短翅
kulot,短裤
hajk,短诗
pone,矮马
spat,石ˢ
diant,石ᴰ
litotomi,石切
erik,石南
grafit,石墨
litologi,石学
litografi,石志
likopodi,石松
asbest,石棉
grenat,石榴
litosfer,石球
grifel,石笔
gips,石膏
kvarc,石英
lakmus,石蕊
parafin,石蜡
litoskop,石镜
vitriol,矾ⱽ
selen,矿ˢ
arsen,矿ᴬ
erc,矿ᴱ
hematit,矿ᴴ
telur,矿ᵀ
arsenid,矿化
mineralogi,矿学
borat,矿盐
jard,码ᴶ
koder,码元
adz,砍ᴬ
topor,砍ᵀ
seminari,研讨
adob,砖ᴬ
bankrot,破产
sabot,破坏
siliciid,硅化
silikoz,硅症
siliciat,硅盐
sial,硅铝
tionat,硫ᵀ
sulfid,硫化
sulfat,硫盐
skler,硬ˢ
dur,硬ᴰ
hard,硬ᴴ
ciroz,硬ᶜ
tekton,硬木
skleroz,硬症
elitr,硬翅
duramatr,硬膜
holoste,硬骨
definitiv,确ᴰ
ja,确ᴶ
konfirm,确ᴷ
detrit,碎屑
makadam,碎石
gri,碎粒
til,碎麻
stele,碑ˢ
jodid,碘化
jodil,碘基
jodoform,碘形
jodometri,碘测
jodat,碘盐
sod,碱ˢ
alkal,碱ᴬ
alkaloid,碱似
alkalometri,碱测
karburator,碳具
karbonid,碳化
karbonil,碳基
karbonat,碳盐
magnetostring,磁勒
magneton,磁子
magnetosfer,磁球
magnetometr,磁计
magnetoskop,磁镜
erod,磨ᴱ
polur,磨ᴾ
fajl,磨ᶠ
abrazi,磨蚀
fosforesk,磷光
fosfid,磷化
fosforil,磷基
fosfat,磷盐
eŭfaŭzi,磷虾
sugest,示ˢ
etiket,礼ᴱ
aŭl,礼堂
liturgi,礼拜
klub,社ᴷ
sociologi,社学
litani,祈ᴸ
kapel,祈堂
tost,祝ᵀ
numen,神ᴺ
providenc,神ᴾ
apoteoz,神化
teologi,神学
teist,神家
teozof,神智
teokrat,神治
teogoni,神源
dajmon,神灵
nerv,神经
mit,神话
ŝinto,神道
hieratik,祭ᴴ
sacerdot,祭司
embarg,禁ᴱ
interdikt,禁ᴵ
prohibici,禁ᴾ
elize,福ᴱ
evangeli,福音
repudi,离ᴿ
divorc,离婚
jon,离子
centrifug,离心
alopeci,秃ᴬ
vultur,秃鹰
inokul,种ᴵ
ras,种ᴿ
kast,种姓
ac,科ᴬ
ed,科ᴱ
arkan,秘ᴬ
esoter,秘ᴱ
konfidenc,秘ᴷ
mistik,秘ᴹ
okult,秘ᴼ
konklav,秘会
rent,租ᴿ
farm,租ᶠ
ral,秧鸡
kumulus,积ᴷ
integral,积分
volumenometr,积计
simetri,称ˢ
kvalifik,称ᴷ
pipet,移液
dilu,稀ᴰ
akciz,税ᴬ
aplomb,稳ᴬ
ament,穗ᴬ
kvast,穗ᴷ
idl,空ᴵ
vak,空ⱽ
vakumetr,空计
kadrat,空铅
penetr,穿ᴾ
punkci,穿刺
impet,突ᴵ
mutaci,突变
asfiksi,窒ᴬ
insil,窖藏
giĉet,窗ᴳ
fove,窝ᶠ
stereo,立体
alte,立葵
ŝakt,竖井
statut,章程
pedo,童ᴾ
fabel,童ᶠ
pedologi,童学
pedofili,童爱
pederasti,童色
komik,笑ᴷ
krajon,笔ᴷ
semiologi,符学
izo,等ᴵ
izopropil,等丙
izoleŭcin,等亮
mitoz,等分
izodinam,等力
ekvipotencial,等势
izobar,等压
izotrop,等向
izomorf,等形
izoklin,等斜
izospin,等旋
izokron,等时
izometri,等测
izostaz,等滞
izoterm,等热
izoelektr,等电
izometr,等米
izopter,等翅
izoglos,等语
izoton,等调
izopod,等足
tenden,筋ᵀ
tendenotomi,筋切
tendenit,筋炎
muskoloz,筋症
fasci,筋膜
signatur,签ˢ
paraf,签ᴾ
tab,签ᵀ
konciz,简ᴷ
lakon,简ᴸ
aritmetik,算ᴬ
operator,算子
abak,算盘
kalkulmetr,算计
administr,管ᴬ
dukt,管ᴰ
intendant,管ᴵ
kateter,管ᴷ
administrator,管员
makaroni,管面
kurar,箭毒
valiz,箱ⱽ
uzurpator,篡员
riz,米ᴿ
metrologi,米学
analogi,类ᴬ
pulvor,粉ᴾ
vermiĉel,粉丝
polenologi,粉学
polenoz,粉症
silt,粉砂
grajn,粒ᴳ
korpuskl,粒ᴷ
partikl,粒ᴾ
granulom,粒瘤
granulocit,粒胞
aspr,粗ᴬ
rasp,粗ᴿ
ŝrot,粗粉
viskoz,粘ⱽ
argil,粘土
mucilag,粘液
mukoz,粘症
viskozometr,粘计
ekskrement,粪ᴱ
fek,粪ᶠ
viktuali,粮ⱽ
spermat,精ˢ
nimf,精ᴺ
rafin,精ᴿ
fajn,精ᶠ
verumontan,精丘
spermatofit,精植
sperm,精液
spermatogenez,精源
kobold,精灵
nimfomani,精狂
rafinoz,精糖
subtil,精细
spermatocit,精胞
amel,糊ᴬ
ameloz,糊糖
bombon,糖ᴮ
glukoz,糖ᴳ
konfit,糖ᴷ
glikogen,糖原
diabet,糖尿
sirop,糖浆
glukogenez,糖源
kompot,糖煮
sukerat,糖盐
melas,糖蜜
glukemi,糖血
glukoliz,糖解
genea,系ᴳ
fakultat,系ᶠ
genealogi,系学
koeficient,系数
filogenez,系源
pastern,系部
vegetar,素ⱽ
staj,索ˢ
rig,索ᴿ
funikl,索ᶠ
ametist,紫晶
viol,紫花
kumul,累ᴷ
skarlat,红ˢ
eritr,红ᴱ
tantiem,红利
sien,红土
infraruĝ,红外
ruben,红宝
arbut,红果
mangl,红树
eritropoez,红生
eritroblast,红胚
eritrocit,红胞
koĉ,红虫
gracil,纤ᴳ
cili,纤毛
fibrit,纤炎
fibrom,纤瘤
celuloz,纤素
fibroskop,纤镜
pakt,约ᴾ
rendevu,约ᴿ
divizor,约数
hierarki,级ᴴ
rang,级ᴿ
veft,纬ⱽ
gaz,纱ᴳ
ordinat,纵标
orgi,纵欲
mediastin,纵隔
papirus,纸草
arabesk,纹ᴬ
fret,纹ᶠ
spindel,纺锤
drat,线ᴰ
modlur,线脚
kompon,组ᴷ
mikrob,细菌
hist,织ᴴ
histologi,织学
histogenez,织源
terminal,终端
varp,经ⱽ
longitud,经度
bibliografi,经志
ekonomi,经济
bibliofil,经爱
bibliomani,经狂
bibliograf,经记
skolastik,经院
lanug,绒ᴸ
pluŝ,绒ᴾ
kori,绒膜
bant,结ᴮ
konklud,结ᴷ
nod,结ᴺ
tuberkul,结ᵀ
balbut,结巴
ligatur,结扎
ftiz,结核
tuberkuloz,结症
kalkulus,结石
kojl,结肠
konjunktiv,结膜
strangol,绞ˢ
kolik,绞痛
kapstan,绞盘
prezident,统ᴾ
apercept,统觉
kontinu,续ᴷ
dipsak,续断
klorofit,绿植
smerald,绿玉
klorofic,绿藻
afiks,缀ᴬ
infiks,缀ᴵ
prefiks,缀ᴾ
tiravir,缆ᵀ
kablogram,缆图
telfer,缆路
damask,缎ᴰ
paliativ,缓ᴾ
rilaks,缓ᴿ
bufr,缓冲
editor,编ᴱ
kompil,编ᴷ
redakt,编ᴿ
giloŝ,编纹
kompiler,编译
afin,缘ᴬ
steb,缝ˢ
sutur,缝合
orl,缝边
hant,缠ᴴ
obsed,缠ᴼ
sistol,缩ˢ
deflaci,缩ᴰ
kontrah,缩ᴷ
miniatur,缩ᴹ
ref,缩帆
mioz,缩瞳
karenc,缺ᴷ
lakun,缺ᴸ
kontumac,缺席
bokal,罐ᴮ
kanistr,罐ᴷ
tenis,网ᵀ
tul,网纱
retin,网膜
kompas,罗盘
kitel,罩ᴷ
pek,罪ᴾ
krimologi,罪学
kapr,羊ᴷ
merin,羊ᴹ
ovi,羊ᴼ
satirus,羊神
amni,羊膜
arnik,羊菊
filik,羊齿
estetik,美学
manikur,美甲
antilop,羚ᴬ
gazel,羚ᴳ
greg,群ᴳ
hord,群ᴴ
arkipelag,群岛
volan,羽ⱽ
pteropod,翅足
paŭt,翘嘴
alcion,翠鸟
lop,翻ᴸ
envergur,翼展
pteraspid,翼甲
senil,老ˢ
old,老ᴼ
geriatr,老医
presbiop,老花
plug,耕ᴾ
rast,耙ᴿ
otologi,耳学
otit,耳炎
karakal,耳猫
otalgi,耳痛
kokle,耳蜗
otoskop,耳镜
pub,耻骨
karier,职ᴷ
profesi,职ᴾ
asoci,联ᴬ
federaci,联ᶠ
cum,聚伞
fuzi,聚变
karn,肉ᴷ
stek,肉排
sarkom,肉瘤
varang,肋板
miit,肌炎
miopati,肌病
miom,肌瘤
anduj,肚肠
sodomi,肛交
hepatit,肝炎
hepatik,肝草
enter,肠ᴱ
intest,肠ᴵ
jejun,肠ᴶ
mortadel,肠ᴹ
ileit,肠炎
enteralgi,肠痛
katgut,肠线
akci,股ᴬ
femur,股ᶠ
koksit,股炎
koksopati,股病
koksalgi,股痛
skapol,肩ˢ
skapolalgi,肩痛
epolet,肩章
eduk,育ᴱ
pneŭmonologi,肺学
pulmit,肺炎
pneŭmonopati,肺病
pneŭmonektomi,肺除
nefr,肾ᴺ
nefrologi,肾学
nefrit,肾炎
nefropati,肾病
pjel,肾盆
nefrektomi,肾除
onk,肿瘤
inflaci,胀ᴵ
turg,胀ᵀ
gastr,胃ᴳ
gastrotomi,胃切
gastronom,胃学
gastrokamer,胃室
gastrostomi,胃漏
gastrit,胃炎
gastrofil,胃爱
gastralgi,胃痛
gasteromicet,胃菌
gastropod,胃足
gastroskop,胃镜
kardj,胃门
gastrektomi,胃除
kole,胆ᴷ
kolin,胆碱
koleemi,胆血
kolesterol,胆醇
parker,背ᴾ
aval,背书
ŝelk,背带
antiklinal,背斜
le,背风
placent,胎盘
korpulent,胖ᴷ
blast,胚ᴮ
embritomi,胚切
embriologi,胚学
embrifit,胚植
embrigenez,胚源
blastoderm,胚皮
blastomicet,胚菌
celul,胞ᶜ
citotrop,胞向
spor,胞子
ĉelologi,胞学
citoplasm,胞浆
citosol,胞液
celulit,胞炎
citoskelet,胞骨
ŝakal,胡狼
pankreatit,胰炎
pankreatektomi,胰除
aglutin,胶ᴬ
kaŭĉuk,胶ᴷ
steto,胸ˢ
torak,胸ᵀ
timus,胸腺
pleŭr,胸膜
stetoskop,胸镜
sternum,胸骨
energi,能ᴱ
iv,能ᴵ
kapabl,能ᴷ
seb,脂ˢ
adip,脂ᴬ
bedeli,脂ᴮ
kopal,脂ᴷ
lard,脂ᴸ
rezin,脂ᴿ
adipogenez,脂源
lipom,脂瘤
lipoliz,脂解
bigarel,脆樱
sfigm,脉ˢ
arteri,脉ᴬ
puls,脉ᴾ
fleb,脉ᶠ
flebotomi,脉切
angiologi,脉学
sfigmografi,脉志
flebit,脉炎
gang,脉石
angiosperm,脉种
koroid,脉膜
sfigmograf,脉记
arteriektomi,脉除
raki,脊ᴿ
first,脊ᶠ
rakialgi,脊痛
ĥord,脊索
encefal,脑ᴱ
encefalogram,脑图
forniks,脑弓
encefalografi,脑志
encefalit,脑炎
encefalopati,脑病
encefalalgi,脑痛
mening,脑膜
pustul,脓泡
piore,脓漏
piogen,脓生
impetig,脓疮
absces,脓肿
pioemi,脓血
maleol,脚腕
luksaci,脱臼
lienit,脾炎
lienektomi,脾除
salam,腊肠
seps,腐ˢ
saprozo,腐兽
hum,腐土
saprofit,腐植
sepsemi,腐血
celenter,腔肠
urli,腮ᵁ
parotid,腮腺
lumb,腰ᴸ
akaĵu,腰果
lumbalgi,腰痛
abdomen,腹ᴬ
lapar,腹ᴸ
laparotomi,腹切
peritone,腹膜
laparoskopi,腹镜
aden,腺ᴬ
adenit,腺炎
adenpati,腺病
adenom,腺瘤
mastik,腻子
gamb,腿ᴳ
balzam,膏ᴮ
kataplasm,膏ᴷ
liniment,膏ᴸ
pomad,膏ᴾ
ungvent,膏ᵁ
himenopter,膜翅
himenomicet,膜菌
poplit,膝窝
ekspansi,膨ᴱ
dilatator,膨具
grop,臀ᴳ
vasal,臣ⱽ
aŭtokataliz,自催
spontan,自发
aŭtodidakt,自学
aŭtomorfi,自形
aŭtografi,自志
aŭtogir,自旋
suicid,自杀
aŭtonom,自治
artez,自流
nekton,自游
natural,自然
aŭtogen,自生
liber,自由
aŭtoliz,自解
aŭtograf,自记
aŭtogami,自配
stink,臭ˢ
haladz,臭ᴴ
ozon,臭氧
cim,臭虫
solstic,至ˢ
almenaŭ,至ᴬ
glosit,舌炎
glosektomi,舌除
diastol,舒ᴰ
midz,舔吸
bal,舞ᴮ
gondol,舟ᴳ
kanu,舟ᴷ
pirog,舟ᴾ
navig,航ᴺ
kapus,航向
ŝanel,航道
vesel,舰ⱽ
bilĝ,舱底
pavez,船壁
poŭp,船尾
babord,船左
dok,船渠
eŭ,良ᴱ
konscienc,良ᴷ
eŭritm,良律
erotik,色ᴱ
volupt,色ⱽ
kromodinamik,色力
kromatografi,色志
eroto,色情
kolormetri,色测
kromosfer,色球
erotogen,色生
pigment,色素
kolormetr,色计
meti,艺ᴹ
gejŝ,艺妓
silab,节ˢ
artik,节ᴬ
gangli,节ᴳ
artrologi,节学
artrit,节炎
artroz,节症
artralgi,节痛
artropod,节足
mang,芒果
hibisk,芙蓉
sezam,芝麻
sinap,芥ˢ
iperit,芥气
amarilid,花ᴬ
balzamin,花ᴮ
enoter,花ᴱ
gerani,花ᴳ
irid,花ᴵ
krokus,花ᴷ
ciklamen,花ᶜ
korol,花冠
infloresk,花序
girland,花环
arakid,花生
punt,花边
api,芹ᴬ
spros,芽ˢ
burĝon,芽ᴮ
sfagn,苔ˢ
andre,苔ᴬ
bri,苔ᴮ
hipn,苔ᴴ
brifit,苔植
svelt,苗条
amar,苦ᴬ
ŝraman,苦僧
absint,苦艾
endivi,苦菜
asket,苦行
pomologi,苹学
solan,茄ˢ
alkekeng,茄ᴬ
hiosciam,茄ᴴ
likopersik,茄ᴸ
melongen,茄ᴹ
petuni,茄ᴾ
fizalid,茄ᶠ
kulm,茎ᴷ
sazank,茶ˢ
kameli,茶ᴷ
mate,茶ᴹ
skiz,草ˢ
alo,草ᴬ
betel,草ᴮ
drab,草ᴰ
eŭforbi,草ᴱ
gage,草ᴳ
iksi,草ᴵ
jazion,草ᴶ
kres,草ᴷ
lemn,草ᴸ
mimul,草ᴹ
napel,草ᴺ
ocim,草ᴼ
pajl,草ᴾ
rut,草ᴿ
tragant,草ᵀ
ulmari,草ᵁ
cist,草ᶜ
fle,草ᶠ
ze,草ᶻ
veratr,草ⱽ
step,草原
gazon,草坪
herbicid,草杀
diboĉ,荡ᴰ
libertin,荡ᴸ
fluktu,荡ᶠ
vagotomi,荡切
vagomani,荡狂
prosper,荣ᴾ
fluoresk,荧光
apotek,药ᴬ
drog,药ᴰ
oficin,药ᴼ
farmak,药ᶠ
farmakologi,药学
kolocint,药瓜
nelumb,莲ᴺ
obten,获ᴼ
rikolt,获ᴿ
ugvis,莺ᵁ
sonk,菊ˢ
aster,菊ᴬ
belis,菊ᴮ
dali,菊ᴰ
ekinops,菊ᴱ
gnafali,菊ᴳ
hieraci,菊ᴴ
inul,菊ᴵ
lekant,菊ᴸ
madi,菊ᴹ
onopord,菊ᴼ
piretr,菊ᴾ
rudbeki,菊ᴿ
taĝet,菊ᵀ
cirsi,菊ᶜ
verbesin,菊ⱽ
amonit,菊石
serpul,菌ˢ
astre,菌ᴬ
bakteri,菌ᴮ
eci,菌ᴱ
geastr,菌ᴳ
hidn,菌ᴴ
inocib,菌ᴵ
klatr,菌ᴷ
lakari,菌ᴸ
miko,菌ᴹ
ojdi,菌ᴼ
peziz,菌ᴾ
rusul,菌ᴿ
truf,菌ᵀ
usne,菌ᵁ
cetrari,菌ᶜ
verticili,菌ⱽ
hif,菌丝
bakteriofag,菌吞
mikologi,菌学
fungicid,菌杀
mikoplasm,菌浆
mikoz,菌症
mikobakteri,菌菌
sabelik,菜ˢ
artiŝok,菜ᴬ
brasik,菜ᴮ
spinac,菠菜
ananas,菠萝
lozanĝ,菱ᴸ
romboedr,菱面
kloroz,萎黄
rafan,萝卜
kazern,营ᴷ
decidu,落ᴰ
larik,落松
vitologi,葡学
uv,葡萄
kalabas,葫芦
alium,葱ᴬ
pore,葱ᴾ
akumulator,蓄电
indig,蓝ᴵ
lazur,蓝ᴸ
vajd,蓝ⱽ
cejan,蓝菊
hirt,蓬ᴴ
vink,蔓春
sakarometri,蔗测
sakarat,蔗盐
sakaroz,蔗糖
sakaromicet,蔗菌
sakarometr,蔗计
pizang,蕉ᴾ
ment,薄荷
balan,藤壶
gumigut,藤黄
sargas,藻ˢ
bangi,藻ᴮ
gonidi,藻ᴳ
hiziki,藻ᴴ
kara,藻ᴷ
nitel,藻ᴺ
porfur,藻ᴾ
ulv,藻ᵁ
cerami,藻ᶜ
fuk,藻ᶠ
vakame,藻ⱽ
algologi,藻学
fukofic,藻藻
ork,虎鲸
molest,虐ᴹ
imaginar,虚ᴵ
fikci,虚ᶠ
sfeg,虫ˢ
akar,虫ᴬ
blat,虫ᴮ
ditisk,虫ᴰ
entom,虫ᴱ
geotrup,虫ᴳ
harpal,虫ᴴ
koral,虫ᴷ
laŭs,虫ᴸ
melo,虫ᴹ
nepa,虫ᴺ
ojstr,虫ᴼ
pedik,虫ᴾ
tine,虫ᵀ
cece,虫ᶜ
ftir,虫ᶠ
zigen,虫ᶻ
verm,虫ⱽ
apendic,虫垂
entomologi,虫学
insekticid,虫杀
sifon,虹吸
iris,虹膜
salikok,虾ˢ
armadilidi,虾ᴬ
birg,虾ᴮ
dafni,虾ᴰ
gamar,虾ᴳ
lepad,虾ᴸ
naŭpli,虾ᴺ
pene,虾ᴾ
talitr,虾ᵀ
gobius,虾虎
erozi,蚀ᴱ
akvafort,蚀刻
alteraci,蚀变
anofel,蚊ᴬ
kul,蚊ᴷ
mitul,蚌ᴹ
kari,蛀牙
anakond,蛇ᴬ
botrop,蛇ᴮ
elap,蛇ᴱ
kolubr,蛇ᴷ
meandr,蛇ᴹ
naj,蛇ᴺ
tropidonot,蛇ᵀ
cerast,蛇ᶜ
serpentologi,蛇学
ofiur,蛇尾
lupol,蛇麻
flan,蛋奶
protein,蛋白
vitel,蛋黄
salamandr,蛙ˢ
alit,蛙ᴬ
batrak,蛙ᴮ
hil,蛙ᴴ
migal,蛛ᴹ
terafoz,蛛ᵀ
falangi,蛛ᶠ
araknoid,蛛膜
ruditap,蛤ᴿ
buf,蛤蟆
bombiks,蛾ᴮ
burd,蜂ᴮ
krabr,蜂ᴷ
cinip,蜂ᶜ
vesp,蜂ⱽ
esamen,蜂群
melis,蜂草
limak,蜗牛
nektar,蜜ᴺ
enkaŭstik,蜡画
stencil,蜡纸
fulgor,蜡蝉
kanacikad,蝉ᴷ
mincikad,蝉ᴹ
cikadomorf,蝉形
skorpen,蝎鱼
lokust,蝗ᴸ
filostom,蝠ᶠ
helik,螺ᴴ
spiril,螺菌
limul,蟹ᴸ
pagur,蟹ᴾ
peristalt,蠕ᴾ
helmintologi,蠕学
emi,血ᴱ
hemo,血ᴴ
ser,血清
hemostaz,血滞
globul,血球
hematoz,血症
bilharzi,血虫
hemoliz,血解
hematopod,血足
bagaĝ,行李
difrakt,衍射
bilanc,衡ᴮ
pes,衡ᴾ
suplement,补ˢ
aleksin,补ᴬ
kompens,补ᴷ
kompensator,补具
subvenci,补贴
remont,补马
epi,表ᴱ
list,表ᴸ
reprezent,表ᴿ
epicentr,表央
epigram,表字
ekspresionist,表家
epimorfi,表形
ideografi,表意
epifit,表植
epigenez,表源
epicikl,表环
epiderm,表皮
epigastr,表胃
epigraf,表记
bluz,衫ᴮ
kaĥeksi,衰ᴷ
marsupi,袋ᴹ
poŝ,袋ᴾ
makrop,袋鼠
surtut,袍ˢ
kut,袍ᴷ
tunik,袍ᵀ
frok,袍ᶠ
pasiv,被ᴾ
arbitraci,裁ᴬ
diskreci,裁量
skism,裂ˢ
breĉ,裂ᴮ
dehisk,裂ᴰ
krev,裂ᴷ
fend,裂ᶠ
skizomicet,裂菌
stiv,装ˢ
afekt,装ᴬ
bind,装ᴮ
garn,装ᴳ
instal,装ᴵ
kostum,装ᴷ
munt,装ᴹ
kalson,裤ᴷ
gimnosperm,裸子
uest,西ᵁ
sagu,西米
mulĉ,覆ᴹ
spekt,观ˢ
ideologi,观ᴵ
spektator,观员
preskrib,规ᴾ
cirkel,规ᶜ
regulator,规具
opt,视ᴼ
vide,视ⱽ
optometri,视测
optometr,视计
bodi,觉ᴮ
percept,觉ᴾ
rimark,觉ᴿ
goni,角ᴳ
korn,角ᴷ
rol,角ᴿ
goniometri,角测
keratit,角炎
korne,角膜
goniometr,角计
karob,角豆
solv,解ˢ
disoci,解ᴰ
liz,解ᴸ
lizosom,解体
tiksotrop,触向
tentakl,触手
anten,触角
trole,触轮
dialektologi,言学
vot,誓ⱽ
alarm,警ᴬ
siren,警笛
termometr,计ᵀ
metronom,计律
abon,订ᴬ
agnosk,认ᴬ
alien,让ᴬ
konced,让ᴷ
instrukci,训ᴵ
propon,议ᴾ
kapitol,议堂
graf,记ᴳ
not,记ᴺ
rekord,记ᴿ
grafologi,记学
reporter,记者
lekci,讲ᴸ
marĉand,讲价
estrad,讲台
aŭditori,讲堂
docent,讲师
licenc,许ᴸ
silog,论ˢ
argument,论ᴬ
ese,论ᴱ
teori,论ᵀ
disertaci,论文
sarkasm,讽ˢ
satir,讽刺
establ,设ᴱ
dezajn,设计
intervju,访ᴵ
frekvent,访ᶠ
atest,证ᴬ
diplom,证ᴰ
kvitanc,证ᴷ
pruv,证ᴾ
diplomologi,证学
kritik,评ᴷ
recenz,评ᴿ
artifik,诈ᴬ
akuz,诉ᴬ
grumbl,诉ᴳ
reklamaci,诉ᴿ
diagnoz,诊断
termin,词ᵀ
leksikon,词典
terminologi,词学
leksik,词汇
interpret,译ᴵ
bard,诗ᴮ
muz,诗ᴹ
sincer,诚ˢ
dialog,话ᴰ
sofism,诡辩
idiom,语ᴵ
gramatik,语法
morfem,语素
indukt,诱ᴵ
lecion,课ᴸ
agord,调ᴬ
klimatiz,调ᴷ
melodi,调ᴹ
mediaci,调解
ranĝ,调车
konspir,谋ᴷ
skerc,谐ˢ
burlesk,谐ᴮ
predikativ,谓能
sentenc,谚ˢ
proverbologi,谚学
mister,谜ᴹ
rebus,谜ᴿ
modest,谦ᴹ
skrupul,谨ˢ
kle,谱号
spektrogram,谱图
spektrometri,谱测
spektrometr,谱计
spektrograf,谱记
spektroskop,谱镜
gren,谷ᴳ
cereal,谷ᶜ
glutam,谷氨
skorpiur,豆ˢ
apios,豆ᴬ
galg,豆ᴳ
hedizar,豆ᴴ
klitori,豆ᴷ
legumen,豆ᴸ
ononid,豆ᴼ
trigonel,豆ᵀ
vign,豆ⱽ
miso,豆酱
pizolit,豌石
hieroglif,象形
ebur,象牙
kurkuli,象甲
gepard,豹ᴳ
jaguar,豹ᴶ
leopard,豹ᴸ
skafark,贝ˢ
anodont,贝ᴬ
dorid,贝ᴰ
eledon,贝ᴱ
gujdak,贝ᴳ
limne,贝ᴸ
mureks,贝ᴹ
pina,贝ᴾ
tered,贝ᵀ
folad,贝ᶠ
konkologi,贝学
falun,贝岩
